Timestamp(s),AccumulatedAngle(rad),AccumulatedAngle(deg),InstantaneousAngleChange(rad),FeaturesTracked
0.040,0.0000,0.00
0.080,0.0000,0.00
0.120,0.0002,0.01
0.160,0.0002,0.01
0.200,0.0002,0.01
0.240,0.0001,0.01
0.280,0.0002,0.01
0.320,0.0003,0.02
0.360,0.0002,0.01
0.400,0.0003,0.02
0.440,0.0003,0.02
0.480,0.0003,0.02
0.520,0.0005,0.03
0.560,0.0005,0.03
0.600,0.0005,0.03
0.640,0.0005,0.03
0.680,0.0004,0.03
0.720,0.0005,0.03
0.760,0.0004,0.02
0.800,0.0004,0.02
0.840,0.0004,0.02
0.880,0.0004,0.02
0.920,0.0004,0.02
0.960,0.0003,0.02
1.000,-0.0006,-0.04
1.040,-0.0007,-0.04
1.080,-0.0008,-0.04
1.120,-0.0007,-0.04
1.160,-0.0007,-0.04
1.200,-0.0005,-0.03
1.240,-0.0006,-0.04
1.280,-0.0006,-0.04
1.320,-0.0006,-0.04
1.360,-0.0004,-0.03
1.400,-0.0004,-0.02
1.440,-0.0004,-0.02
1.480,-0.0004,-0.02
1.520,-0.0004,-0.02
1.560,-0.0004,-0.02
1.600,-0.0004,-0.02
1.640,-0.0004,-0.03
1.680,-0.0005,-0.03
1.720,-0.0005,-0.03
1.760,-0.0004,-0.03
1.800,-0.0005,-0.03
1.840,-0.0004,-0.02
1.880,-0.0004,-0.02
1.920,-0.0004,-0.02
1.960,-0.0004,-0.02
2.000,-0.0004,-0.02
2.040,-0.0003,-0.02
2.080,-0.0002,-0.01
2.120,-0.0003,-0.02
2.160,-0.0002,-0.01
2.200,-0.0002,-0.01
2.240,-0.0002,-0.01
2.280,-0.0002,-0.01
2.320,-0.0001,-0.01
2.360,-0.0006,-0.03
2.400,-0.0006,-0.04
2.440,-0.0006,-0.03
2.480,-0.0005,-0.03
2.520,-0.0005,-0.03
2.560,-0.0005,-0.03
2.600,-0.0005,-0.03
2.640,-0.0005,-0.03
2.680,-0.0005,-0.03
2.720,-0.0005,-0.03
2.760,-0.0005,-0.03
2.800,-0.0006,-0.03
2.840,-0.0006,-0.03
2.880,-0.0008,-0.04
2.920,-0.0008,-0.04
2.960,-0.0008,-0.05
3.000,-0.0015,-0.09
3.040,-0.0015,-0.08
3.080,-0.0015,-0.08
3.120,-0.0015,-0.09
3.160,-0.0015,-0.09
3.200,-0.0016,-0.09
3.240,-0.0016,-0.09
3.280,-0.0016,-0.09
3.320,-0.0015,-0.09
3.360,-0.0015,-0.09
3.400,-0.0014,-0.08
3.440,-0.0014,-0.08
3.480,-0.0014,-0.08
3.520,-0.0014,-0.08
3.560,-0.0014,-0.08
3.600,-0.0014,-0.08
3.640,-0.0014,-0.08
3.680,-0.0014,-0.08
3.720,-0.0014,-0.08
3.760,-0.0015,-0.08
3.800,-0.0014,-0.08
3.840,-0.0014,-0.08
3.880,-0.0014,-0.08
3.920,-0.0014,-0.08
3.960,-0.0013,-0.08
4.000,-0.0015,-0.09
4.040,-0.0015,-0.09
4.080,-0.0013,-0.07
4.120,-0.0012,-0.07
4.160,-0.0013,-0.07
4.200,-0.0013,-0.07
4.240,-0.0013,-0.07
4.280,-0.0017,-0.10
4.320,-0.0016,-0.09
4.360,-0.0016,-0.09
4.400,-0.0016,-0.09
4.440,-0.0017,-0.10
4.480,-0.0017,-0.10
4.520,-0.0017,-0.10
4.560,-0.0016,-0.09
4.600,-0.0015,-0.08
4.640,-0.0016,-0.09
4.680,-0.0016,-0.09
4.720,-0.0016,-0.09
4.760,-0.0015,-0.09
4.800,-0.0017,-0.10
4.840,-0.0017,-0.10
4.880,-0.0016,-0.09
4.920,-0.0016,-0.09
4.960,-0.0015,-0.08
5.000,-0.0017,-0.10
5.040,-0.0017,-0.10
5.080,-0.0017,-0.10
5.120,-0.0017,-0.10
5.160,-0.0018,-0.10
5.200,-0.0017,-0.10
5.240,-0.0017,-0.09
5.280,-0.0017,-0.10
5.320,-0.0017,-0.09
5.360,-0.0016,-0.09
5.400,-0.0016,-0.09
5.440,-0.0012,-0.07
5.480,-0.0014,-0.08
5.520,-0.0014,-0.08
5.560,-0.0014,-0.08
5.600,-0.0016,-0.09
5.640,-0.0016,-0.09
5.680,-0.0016,-0.09
5.720,-0.0016,-0.09
5.760,-0.0016,-0.09
5.800,-0.0015,-0.09
5.840,-0.0014,-0.08
5.880,-0.0015,-0.08
5.920,-0.0015,-0.08
5.960,-0.0015,-0.08
6.000,-0.0016,-0.09
6.040,-0.0016,-0.09
6.080,-0.0016,-0.09
6.120,-0.0016,-0.09
6.160,-0.0016,-0.09
6.200,-0.0013,-0.07
6.240,-0.0013,-0.07
6.280,-0.0012,-0.07
6.320,-0.0009,-0.05
6.360,-0.0009,-0.05
6.400,-0.0010,-0.06
6.440,-0.0010,-0.06
6.480,-0.0009,-0.05
6.520,-0.0009,-0.05
6.560,-0.0010,-0.06
6.600,-0.0010,-0.06
6.640,-0.0009,-0.05
6.680,-0.0009,-0.05
6.720,-0.0009,-0.05
6.760,-0.0009,-0.05
6.800,-0.0009,-0.05
6.840,-0.0009,-0.05
6.880,-0.0010,-0.06
6.920,-0.0011,-0.06
6.960,-0.0011,-0.06
7.000,-0.0007,-0.04
7.040,-0.0007,-0.04
7.080,-0.0008,-0.04
7.120,-0.0008,-0.04
7.160,-0.0006,-0.03
7.200,-0.0006,-0.04
7.240,-0.0006,-0.04
7.280,-0.0006,-0.04
7.320,-0.0006,-0.04
7.360,-0.0006,-0.04
7.400,-0.0006,-0.04
7.440,-0.0006,-0.04
7.480,-0.0006,-0.04
7.520,-0.0006,-0.04
7.560,-0.0006,-0.04
7.600,-0.0006,-0.04
7.640,-0.0006,-0.04
7.680,-0.0006,-0.04
7.720,-0.0006,-0.04
7.760,-0.0006,-0.04
7.800,-0.0006,-0.04
7.840,-0.0006,-0.04
7.880,-0.0006,-0.04
7.920,-0.0006,-0.04
7.960,-0.0006,-0.04
8.000,0.0000,0.00
8.040,0.0000,0.00
8.080,0.0000,0.00
8.120,0.0000,0.00
8.160,0.0000,0.00
8.200,-0.0000,-0.00
8.240,-0.0002,-0.01
8.280,-0.0001,-0.01
8.320,-0.0001,-0.01
8.360,-0.0001,-0.01
8.400,0.0003,0.02
8.440,0.0003,0.02
8.480,0.0003,0.02
8.520,0.0003,0.02
8.560,0.0002,0.01
8.600,0.0002,0.01
8.640,0.0001,0.01
8.680,0.0002,0.01
8.720,0.0004,0.02
8.760,0.0004,0.02
8.800,0.0003,0.01
8.840,0.0003,0.02
8.880,0.0003,0.02
8.920,0.0003,0.02
8.960,0.0003,0.02
9.000,0.0003,0.02
9.040,0.0004,0.02
9.080,0.0004,0.02
9.120,0.0003,0.02
9.160,0.0006,0.03
9.200,0.0006,0.03
9.240,0.0006,0.03
9.280,0.0006,0.04
9.320,0.0006,0.03
9.360,0.0006,0.03
9.400,0.0006,0.03
9.440,0.0007,0.04
9.480,0.0006,0.03
9.520,0.0005,0.03
9.560,0.0005,0.03
9.600,0.0005,0.03
9.640,0.0004,0.02
9.680,0.0005,0.03
9.720,0.0004,0.02
9.760,0.0005,0.03
9.800,0.0004,0.02
9.840,0.0005,0.03
9.880,0.0006,0.04
9.920,0.0007,0.04
9.960,0.0007,0.04
10.000,0.0006,0.04
10.040,0.0007,0.04
10.080,0.0007,0.04
10.120,0.0007,0.04
10.160,0.0007,0.04
10.200,0.0007,0.04
10.240,0.0008,0.05
10.280,0.0008,0.05
10.320,0.0009,0.05
10.360,0.0009,0.05
10.400,0.0009,0.05
10.440,0.0007,0.04
10.480,0.0005,0.03
10.520,0.0005,0.03
10.560,0.0006,0.03
10.600,0.0005,0.03
10.640,0.0005,0.03
10.680,0.0005,0.03
10.720,0.0004,0.03
10.760,0.0005,0.03
10.800,0.0005,0.03
10.840,0.0005,0.03
10.880,0.0010,0.06
10.920,0.0165,0.95
10.960,0.0178,1.02
11.000,0.0332,1.90
11.040,0.0378,2.16
11.080,0.2634,15.09
11.120,0.4379,25.09
11.160,0.5755,32.97
11.200,0.5878,33.68
11.240,0.6088,34.88
11.280,0.6265,35.89
11.320,0.6324,36.23
11.360,0.6329,36.26
11.400,0.6327,36.25
11.440,0.6326,36.25
11.480,0.6327,36.25
11.520,0.6327,36.25
11.560,0.6328,36.26
11.600,0.6327,36.25
11.640,0.6328,36.26
11.680,0.6329,36.26
11.720,0.6330,36.27
11.760,0.6330,36.27
11.800,0.6330,36.27
11.840,0.6330,36.27
11.880,0.6330,36.27
11.920,0.6330,36.27
11.960,0.6330,36.27
12.000,0.6325,36.24
12.040,0.6325,36.24
12.080,0.6325,36.24
12.120,0.6325,36.24
12.160,0.6325,36.24
12.200,0.6325,36.24
12.240,0.6325,36.24
12.280,0.6325,36.24
12.320,0.6325,36.24
12.360,0.6325,36.24
12.400,0.6325,36.24
12.440,0.6325,36.24
12.480,0.6325,36.24
12.520,0.6325,36.24
12.560,0.6325,36.24
12.600,0.6325,36.24
12.640,0.6325,36.24
12.680,0.6325,36.24
12.720,0.6325,36.24
12.760,0.6325,36.24
12.800,0.6325,36.24
12.840,0.6325,36.24
12.880,0.6325,36.24
12.920,0.6325,36.24
12.960,0.6325,36.24
13.000,0.6331,36.28
13.040,0.6332,36.28
13.080,0.6332,36.28
13.120,0.6332,36.28
13.160,0.6332,36.28
13.200,0.6332,36.28
13.240,0.6331,36.27
13.280,0.6332,36.28
13.320,0.6332,36.28
13.360,0.6332,36.28
13.400,0.6332,36.28
13.440,0.6333,36.28
13.480,0.6333,36.28
13.520,0.6334,36.29
13.560,0.6334,36.29
13.600,0.6338,36.31
13.640,0.6337,36.31
13.680,0.6337,36.31
